"participant","w_pid","w_siteid","date","predictors","Estimate","Std. Error","z value","Pr(>|z|)","w"
"MMCLab_MMC_CT013","MMC_CT013","MMCLab","2025-10-21_10h20.13.773","(Intercept)",-0.132172124277782,0.188986709796641,-0.699372587733842,0.484319214371221,-5.34989344425187
"MMCLab_MMC_CT013","MMC_CT013","MMCLab","2025-10-21_10h20.13.773","log_numRatio",1.18118282654823,0.604749028644418,1.95317854283441,0.0507984426863962,0.598642957968602
"MMCLab_MMC_CT013","MMC_CT013","MMCLab","2025-10-21_10h20.13.773","log_sizeRatio",6.99229487849769e-06,0.134184782013992,5.21094476851226e-05,0.999958422676239,101126.56766822
"MMCLab_MMC_CT013","MMC_CT013","MMCLab","2025-10-21_10h20.13.773","log_spaceRatio",0.97965139179648,0.663650197582692,1.47615625726445,0.139901949334055,0.721794290405548
